id,official_ems_damage_gra,vlm_damage_class,confidence,action_priority,compare_chip,google_maps_url
ems_00050,Destroyed,likely_destroyed,0.88,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00050_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.609666013809525,-67.01441043095238"
ems_00107,Destroyed,likely_destroyed,high,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00107_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.614425736818182,-66.83890919227272"
ems_00109,Destroyed,likely_destroyed,high,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00109_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.615026033636363,-66.84042306454545"
ems_00118,Destroyed,likely_destroyed,moderate,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00118_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.618575198243244,-66.85117064162162"
ems_00116,Destroyed,likely_destroyed,0.88,review,/data/chips/emsr884-aoi12-caraballeda/ems_00116_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.617992012857142,-66.84787401999999"
ems_00004,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00004_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602195192222222,-67.03000936444444"
ems_00119,Destroyed,likely_destroyed,0.9,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00119_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61876540826087,-66.84911322956522"
ems_00003,Damaged,uncertain_comparison_problem,low,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00003_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.6017854115,-67.03119532849999"
ems_00006,Damaged,possible_major_damage,0.62,review,/data/chips/emsr884-aoi12-caraballeda/ems_00006_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602834119999999,-67.03037675636364"
ems_00007,Damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00007_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602875056086956,-67.02951927652174"
ems_00009,Damaged,possible_major_damage,0.62,review,/data/chips/emsr884-aoi12-caraballeda/ems_00009_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.60337987375,-67.02775086"
ems_00008,Damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00008_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602867767777777,-67.02664012333334"
ems_00010,Damaged,minor_visible_damage,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00010_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.603611574,-67.030110646"
ems_00011,Damaged,uncertain_comparison_problem,0.55,deprioritize,/data/chips/emsr884-aoi12-caraballeda/ems_00011_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.60436128986619,-67.0203681198751"
ems_00012,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00012_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.606215724090909,-67.02149627704546"
ems_00013,Damaged,minor_visible_damage,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00013_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.606247440675675,-67.02343160202703"
ems_00014,Damaged,possible_major_damage,0.62,review,/data/chips/emsr884-aoi12-caraballeda/ems_00014_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.606425188170732,-67.02112542914634"
ems_00016,Damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00016_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.607200258,-67.019009784"
ems_00015,Damaged,no_change_visible,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00015_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.607088725735295,-67.02160794764706"
ems_00019,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00019_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608039860704364,-67.00800280220237"
ems_00017,Damaged,uncertain_comparison_problem,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00017_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.6071411545,-67.01585228675"
ems_00020,Damaged,uncertain_comparison_problem,0.25,review,/data/chips/emsr884-aoi12-caraballeda/ems_00020_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608196335802468,-67.02287456234568"
ems_00021,Damaged,likely_destroyed,high,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00021_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.603547211538462,-67.03168801115385"
ems_00022,Damaged,possible_major_damage,0.5,review,/data/chips/emsr884-aoi12-caraballeda/ems_00022_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.60388637888889,-67.02896722888889"
ems_00025,Damaged,possible_major_damage,0.62,review,/data/chips/emsr884-aoi12-caraballeda/ems_00025_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.604420357837837,-67.0309509154054"
ems_00024,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00024_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.604379974,-67.029458654"
ems_00026,Damaged,uncertain_comparison_problem,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00026_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.605147495,-67.03213728749999"
ems_00027,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00027_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.60525947732612,-67.0348830284235"
ems_00028,Damaged,possible_major_damage,0.5,review,/data/chips/emsr884-aoi12-caraballeda/ems_00028_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.60493100952941,-67.03313448211765"
ems_00029,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00029_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.605618074285715,-67.03103998142856"
ems_00032,Damaged,likely_destroyed,0.62,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00032_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.607970675,-67.032364653125"
ems_00030,Damaged,uncertain_comparison_problem,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00030_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.606061881666667,-67.025545583"
ems_00031,Damaged,minor_visible_damage,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00031_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.605771187419354,-67.02861496232258"
ems_00034,Damaged,possible_major_damage,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00034_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608039345008404,-67.03443701038655"
ems_00035,Damaged,likely_destroyed,0.62,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00035_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608502778703507,-67.02704386155155"
ems_00033,Damaged,minor_visible_damage,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00033_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608552014930876,-67.02577978308756"
ems_00036,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00036_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608333004545456,-67.03000628545455"
ems_00038,Damaged,likely_destroyed,0.7,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00038_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608804539285714,-67.03126915"
ems_00037,Damaged,likely_destroyed,0.72,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00037_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608585757142858,-67.02935383857142"
ems_00039,Damaged,likely_destroyed,0.82,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00039_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608923061818182,-67.0286722890909"
ems_00041,Damaged,minor_visible_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00041_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608157678495576,-67.0235399399115"
ems_00040,Damaged,minor_visible_damage,0.45,review,/data/chips/emsr884-aoi12-caraballeda/ems_00040_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.609351997142856,-67.02810981428571"
ems_00045,Damaged,possible_major_damage,0.72,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00045_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608890552857144,-67.01760054571429"
ems_00043,Damaged,likely_destroyed,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00043_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608328463934425,-67.02125024032787"
ems_00042,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00042_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608322817906977,-67.02475446565892"
ems_00046,Damaged,likely_destroyed,high,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00046_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.60879685142857,-67.01596222857142"
ems_00047,Damaged,possible_major_damage,0.62,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00047_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.609065894814815,-67.01411440407408"
ems_00048,Damaged,minor_visible_damage,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00048_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.609863663999999,-67.009877484"
ems_00049,Damaged,likely_destroyed,high,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00049_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.609585159523808,-67.01360289380952"
ems_00051,Damaged,possible_major_damage,0.72,review,/data/chips/emsr884-aoi12-caraballeda/ems_00051_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.609638426557378,-67.01139310032787"
ems_00052,Damaged,minor_visible_damage,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00052_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.60974750582569,-66.98619988211009"
ems_00054,Damaged,uncertain_comparison_problem,0.2,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00054_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.610505655166666,-67.009151284"
ems_00053,Damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00053_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.610199397661537,-67.0061719804"
ems_00055,Damaged,likely_destroyed,high,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00055_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61067700617647,-67.01328281735293"
ems_00056,Damaged,likely_destroyed,0.62,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00056_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.610860842897884,-67.02103362942042"
ems_00057,Damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00057_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.610665791818182,-67.01167495"
ems_00058,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00058_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.610800195112107,-67.0144296540583"
ems_00059,Damaged,possible_major_damage,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00059_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.610827765652173,-67.01019844836956"
ems_00060,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00060_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61309085233146,-67.02221540393259"
ems_00063,Damaged,likely_destroyed,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00063_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.599817650347129,-66.92506433463284"
ems_00068,Damaged,likely_destroyed,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00068_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.600797055614034,-66.93254356192982"
ems_00069,Damaged,uncertain_comparison_problem,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00069_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.601185569090909,-66.92727003272726"
ems_00074,Damaged,likely_destroyed,0.62,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00074_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.601712313333334,-66.9332701838889"
ems_00077,Damaged,minor_visible_damage,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00077_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602201359551282,-66.9320921798077"
ems_00078,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00078_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.603163559,-66.9221401887143"
ems_00082,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00082_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.609762825,-66.840295549375"
ems_00084,Damaged,uncertain_comparison_problem,0.25,review,/data/chips/emsr884-aoi12-caraballeda/ems_00084_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61093628,-66.84658064333334"
ems_00083,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00083_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.610366280847458,-66.8243563998305"
ems_00085,Damaged,likely_destroyed,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00085_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.611196907708333,-66.83687010145833"
ems_00086,Damaged,possible_major_damage,0.45,review,/data/chips/emsr884-aoi12-caraballeda/ems_00086_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61137259894737,-66.83207921263158"
ems_00087,Damaged,uncertain_comparison_problem,0.25,review,/data/chips/emsr884-aoi12-caraballeda/ems_00087_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61238737873606,-66.8272925567658"
ems_00088,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00088_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.611131018333333,-66.82205069"
ems_00089,Damaged,uncertain_comparison_problem,0.25,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00089_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61156053709091,-66.82944574727273"
ems_00101,Damaged,likely_destroyed,high,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00101_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.611600084538559,-66.82008250418458"
ems_00090,Damaged,uncertain_comparison_problem,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00090_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.612323683636363,-66.82729378636363"
ems_00102,Damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00102_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.612266756744186,-66.84482426534883"
ems_00103,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00103_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61217474090909,-66.82466006727273"
ems_00104,Damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00104_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61302710708,-66.83939433798001"
ems_00108,Damaged,possible_major_damage,0.72,review,/data/chips/emsr884-aoi12-caraballeda/ems_00108_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.6148392825,-66.837810166"
ems_00105,Damaged,likely_destroyed,0.82,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00105_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.6131557316,-66.8377313408"
ems_00106,Damaged,likely_destroyed,0.75,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00106_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.613161233173077,-66.83640864298077"
ems_00112,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00112_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.616277492608695,-66.84273860652173"
ems_00110,Damaged,possible_major_damage,0.5,review,/data/chips/emsr884-aoi12-caraballeda/ems_00110_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.615587603814435,-66.83705003910653"
ems_00111,Damaged,possible_major_damage,0.45,review,/data/chips/emsr884-aoi12-caraballeda/ems_00111_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.616437820309278,-66.8473539613402"
ems_00113,Damaged,likely_destroyed,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00113_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.617645295555556,-66.844938664"
ems_00114,Damaged,possible_major_damage,0.62,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00114_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.61776499,-66.84627419818183"
ems_00120,Damaged,possible_major_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00120_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.6188720975,-66.84746697125"
ems_00001,Possibly damaged,minor_visible_damage,low,deprioritize,/data/chips/emsr884-aoi12-caraballeda/ems_00001_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.584247934899329,-67.08355866523489"
ems_00002,Possibly damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00002_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.588731670884956,-67.050669150295"
ems_00005,Possibly damaged,uncertain_comparison_problem,0.25,review,/data/chips/emsr884-aoi12-caraballeda/ems_00005_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602052206000002,-67.0244288472"
ems_00018,Possibly damaged,minor_visible_damage,0.45,review,/data/chips/emsr884-aoi12-caraballeda/ems_00018_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608148381111112,-67.0187448811111"
ems_00023,Possibly damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00023_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.604057585,-67.030784653"
ems_00044,Possibly damaged,possible_major_damage,0.45,review,/data/chips/emsr884-aoi12-caraballeda/ems_00044_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.608368029045938,-66.9986873646643"
ems_00062,Possibly damaged,minor_visible_damage,medium,review,/data/chips/emsr884-aoi12-caraballeda/ems_00062_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.598595514835164,-66.92251005263736"
ems_00061,Possibly damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00061_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.597316664444444,-66.93102622305555"
ems_00064,Possibly damaged,uncertain_comparison_problem,0.3,review,/data/chips/emsr884-aoi12-caraballeda/ems_00064_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.599766886428572,-66.93069049642857"
ems_00065,Possibly damaged,no_change_visible,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00065_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.600096011208791,-66.93007416593407"
ems_00066,Possibly damaged,uncertain_comparison_problem,0.45,review,/data/chips/emsr884-aoi12-caraballeda/ems_00066_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.600272263983051,-66.93431937101694"
ems_00067,Possibly damaged,uncertain_comparison_problem,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00067_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.600701960083335,-66.931661464"
ems_00070,Possibly damaged,uncertain_comparison_problem,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00070_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.601483331999999,-66.932459878"
ems_00072,Possibly damaged,minor_visible_damage,low,review,/data/chips/emsr884-aoi12-caraballeda/ems_00072_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.601484581818182,-66.93185105818182"
ems_00073,Possibly damaged,minor_visible_damage,0.45,review,/data/chips/emsr884-aoi12-caraballeda/ems_00073_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.601381866402878,-66.92999726273382"
ems_00075,Possibly damaged,uncertain_comparison_problem,35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00075_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602132583695653,-66.92518093793478"
ems_00079,Possibly damaged,uncertain_comparison_problem,0.2,review,/data/chips/emsr884-aoi12-caraballeda/ems_00079_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.603577484088397,-66.91877606718232"
ems_00076,Possibly damaged,uncertain_comparison_problem,0.35,review,/data/chips/emsr884-aoi12-caraballeda/ems_00076_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.602232627627117,-66.92376110355931"
ems_00081,Possibly damaged,possible_major_damage,0.55,review,/data/chips/emsr884-aoi12-caraballeda/ems_00081_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.607220437532895,-66.84336408355263"
ems_00117,Possibly damaged,likely_destroyed,medium,urgent_review,/data/chips/emsr884-aoi12-caraballeda/ems_00117_before_after_compare.png,"https://www.google.com/maps/search/?api=1&query=10.619438562435898,-66.84675992099068"
